original_address,original___parsed_extra,lat,lon,formatted,housenumber,name,street,district,suburb,postcode,city,confidence_city_level,county,state,confidence_street_level,country,country_code,confidence,attribution,attribution_license,attribution_url
"BAKAY,"" HUSZÁR, RIGÓ, MURA UTCA, SZEGED"",46.2567217,20.1338983,""Szeged, Bakay Nándor utca, 6724, Magyarország"",Bakay Nándor utca,,Bakay Nándor utca,,Móraváros,6724,Szeged,Csongrád-Csanád vármegye,Dél-Alföld,,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"BAJCSY-ZSILINSZKY ÚT 5.,"" GYOR"",47.4987324,19.0550164,""Budapest, Bajcsy-Zsilinszky út 5, 1065, Magyarország"",,5,Bajcsy-Zsilinszky út,VI. kerület,Terézváros,1065,Budapest,,Közép-Magyarország,,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"NAP UTCA 22,"" BUDAPEST"",47.4876973,19.07310491226822,""Budapest, Nap utca 22, 1082, Magyarország"",,22,Nap utca,VIII. kerület,Corvin negyed,1082,Budapest,,Közép-Magyarország,,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ÚJPALOTAI ÚT-JUTA UTCA,"" BUDAPEST"",,,,,,,,,,,,,,,,,,,,"
"ULÁSZLÓ U. 51.,"" BUDAPEST"",47.4755118,19.0358836,""Budapest, Ulászló utca 51, 1113, Magyarország"",,51,Ulászló utca,XI. kerület,Kelenföld,1113,Budapest,,Közép-Magyarország,,,Magyarország,hu,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"BAROSS TÉR 7-8. HOTEL,"" BUDAPEST"",47.4993532,19.0815454,""Budapest, Baross tér 7-8, 1087, Magyarország"",,7-8,Baross tér,VIII. kerület,Kerepesdűlő,1087,Budapest,Budapest,Közép-Magyarország,,,Magyarország,hu,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ÁLLATKERTI KÖRÚT 14-16.,"" BUDAPEST"",47.519929,19.084026,""Budapest, Állatkerti körút 14-16, 1146, Magyarország"",,14-16,Állatkerti körút,,Terezvaro,1146,Budapest,Budapest,Közép-Magyarország,,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ÁLLATKERTI KÖRÚT 6-12.,"" BUDAPEST"",47.517818,19.077481,""Zoo Cukrászda, Budapest, Állatkerti körút 6-12, 1146, Magyarország"",Zoo Cukrászda,6-12,Állatkerti körút,XIV. kerület,Városliget,1146,Budapest,,Közép-Magyarország,,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ÁLLATKERTI KÖRÚT 12-14.,"" BUDAPEST"",47.519258,19.081921,""Budapest, Állatkerti körút 13, 1146, Magyarország"",,13,Állatkerti körút,,Terezvaro,1146,Budapest,Budapest,Közép-Magyarország,,,Magyarország,hu,0.7,,,"
"JÁSZ UTCA 126/A.,"" BUDAPEST"",47.5420677,19.0897318,""Budapest, Jász utca, 1131, Magyarország"",Jász utca,,Jász utca,XIII. kerület,Angyalföld,1131,Budapest,,Közép-Magyarország,,,Magyarország,hu,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"HRSZ.: 8635/7.,"" DUNAHARASZTI"",48.018486,20.836652,""Hrsz. 767, Magyarország"",,,Hrsz. 767,,,,,,,,,Magyarország,hu,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"KOSSUTH U. 26.,"" ZAMÁRDI"",47.5661115,19.12910403581354,""Budapest, Kossuth utca 26, 1151, Magyarország"",,26,Kossuth utca,XV. kerület,Rákospalota,1151,Budapest,,Közép-Magyarország,,,Magyarország,hu,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"SZABADSÁG ÚT 1-3.,"" SZARVAS"",46.8637824,20.5422121,""Szarvas, Szabadság út 1-3, 5540, Magyarország"",,1-3,Szabadság út,,,5540,Szarvas,Békés vármegye,Dél-Alföld,,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"NÓGRÁDI UTCA 39.,"" BUDAPEST"",47.5028523,19.0025859,""Príma, Budapest, Nógrádi utca 39, 1125, Magyarország"",Príma,39,Nógrádi utca,XII. kerület,Istenhegy,1125,Budapest,,Közép-Magyarország,,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"DÖBRENTEI TÉR 9.,"" BUDAPEST"",47.489066449999996,19.047800017759442,""Rudas gyógyfürdő és uszoda, Budapest, Döbrentei tér 9, 1013, Magyarország"",Rudas gyógyfürdő és uszoda,9,Döbrentei tér,I. kerület,Tabán,1013,Budapest,,Közép-Magyarország,,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ÁLLATKERTI KRT. 11.,"" BUDAPEST"",47.51899,19.08168,""Budapest, Állatkerti körút 9-11, 1146, Magyarország"",,9-11,Állatkerti körút,,Terezvaro,1146,Budapest,Budapest,Közép-Magyarország,,,Magyarország,hu,0.855,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"KOSSUTH UTCA 56.,"" NAGYKOVÁCSI"",46.144502450000005,18.114435146180966,""Abaliget, Kossuth utca 56, 7678, Magyarország"",,56,Kossuth utca,,,7678,Abaliget,Baranya vármegye,Dél-Dunántúl,,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"NAGY LAJOS KIRÁLY ÚTJA 214.,"" BUDAPEST"",47.5222069,19.1017029,""Budapest, Nagy Lajos király útja 214, 1149, Magyarország"",,214,Nagy Lajos király útja,XIV. kerület,Herminamező,1149,Budapest,,Közép-Magyarország,,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"EÖTVÖS ÚT 38/B,"" BUDAPEST"",47.49945605,18.971911807868253,""Budapest, Eötvös út 38/b, 1121, Magyarország"",,38/b,Eötvös út,XII. kerület,Svábhegy,1121,Budapest,,Közép-Magyarország,,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"MARGIT KRT. 1.,"" BUDAPEST"",47.5146903,19.0365915,""Margit Pizza, Budapest, Margit körút 5/A, 1024, Magyarország"",Margit Pizza,5/A,Margit körút,II. kerület,Felhévíz,1024,Budapest,Budapest,Közép-Magyarország,,,Magyarország,hu,0.6649999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"NÁDOR UTCA 18.,"" BUDAPEST"",47.5674111,19.0902778,""Budapest, Nádor utca 18, 1046, Magyarország"",,18,Nádor utca,IV. kerület,Újpest,1046,Budapest,,Közép-Magyarország,,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"FOGADÓ UTCA 1/C,"" BUDAPEST"",47.4710418,19.1216999,""Budapest, Fogadó utca, 1107, Magyarország"",Fogadó utca,,Fogadó utca,X. kerület,Gyárdűlő,1107,Budapest,,Közép-Magyarország,,,Magyarország,hu,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"SOROKSÁRI ÚT 33-35.,"" BUDAPEST"",47.4750707,19.0710678,""Budapest, Soroksári út 34, 1095, Magyarország"",,34,Soroksári út,,Budapest IX. kerülete,1095,Budapest,Budapest,Közép-Magyarország,,,Magyarország,hu,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"HUNYADI JÁNOS ÚT 23.,"" BUDAPEST"",47.4368227,19.0419184,""Budapest, Hunyadi János út 23, 1117, Magyarország"",,23,Hunyadi János út,XI. kerület,Albertfalva,1117,Budapest,,Közép-Magyarország,,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"TÁRSASHÁZ KAPÁS UTCA 26-44.,,46.96214,17.87415,""Rendelőintézet, Balatonfüred, Csárda utca 1, 8230, Magyarország"",Rendelőintézet,1,Csárda utca,,,8230,Balatonfüred,Veszprém,Közép-Dunántúl,,,Magyarország,hu,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"BAJZA UTCA 46.,"" BUDAPEST"",47.5120857,19.0710217,""Budapest, Bajza utca 46, 1062, Magyarország"",,46,Bajza utca,VI. kerület,Terézváros,1062,Budapest,,Közép-Magyarország,,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ADRIA SÉTÁNY 1. A.,"" BUDAPEST"",47.51587865,19.1237027,""Budapest, Adria sétány 1/a, 1148, Magyarország"",,1/a,Adria sétány,XIV. kerület,Alsórákos,1148,Budapest,,Közép-Magyarország,,,Magyarország,hu,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ADRIA SÉTÁNY 1. B.,"" BUDAPEST"",47.516146750000004,19.124260900000003,""Budapest, Adria sétány 1/b, 1148, Magyarország"",,1/b,Adria sétány,XIV. kerület,Alsórákos,1148,Budapest,,Közép-Magyarország,,,Magyarország,hu,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ADRIA SÉTÁNY 1. C.,"" BUDAPEST"",47.516456399999996,19.124689507310435,""Budapest, Adria sétány 1/c, 1148, Magyarország"",,1/c,Adria sétány,XIV. kerület,Alsórákos,1148,Budapest,,Közép-Magyarország,,,Magyarország,hu,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Abony,"" Kálvin út. 10. Sívó kúria"",47.1887402,20.0047823,""Abony, 2740, Magyarország"",,,,,,2740,Abony,Pest vármegye,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Abony,"" Kossuth tér 1 . Önkormányzat"",47.1887402,20.0047823,""Abony, 2740, Magyarország"",,,,,,2740,Abony,Pest vármegye,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Tószeg,"" Parkolótér 1. ACCELL HUNLAND Üzem"",47.1005785,20.1474605,""Tószeg, 5091, Magyarország"",,,,,,5091,Tószeg,Jász-Nagykun-Szolnok vármegye,Észak-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Szolnok,"" Ady E. út. 1. Társasház Bal"",47.1753833,20.1946279,""Szolnok, Jász-Nagykun-Szolnok vármegye, Magyarország"",,,,,,,Szolnok,Jász-Nagykun-Szolnok vármegye,Észak-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Szolnok,"" Ady E. út. 1. Társasház Jobb"",47.1753833,20.1946279,""Szolnok, Jász-Nagykun-Szolnok vármegye, Magyarország"",,,,,,,Szolnok,Jász-Nagykun-Szolnok vármegye,Észak-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Szolnok,"" Ady út 18. Társasház"",47.1753833,20.1946279,""Szolnok, Jász-Nagykun-Szolnok vármegye, Magyarország"",,,,,,,Szolnok,Jász-Nagykun-Szolnok vármegye,Észak-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Budapest,"" Nagybányai út 33. Lakóház"",47.4978918,19.0401609,""Budapest, Közép-Magyarország, Magyarország"",,,,,,,Budapest,,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Cserkeszolo,"" Forrás út 14. /Palackozó Üzem/"",46.8675023,20.195096,""Cserkeszőlő, 5465, Magyarország"",,,,,,5465,Cserkeszőlő,Jász-Nagykun-Szolnok vármegye,Észak-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Algyo,"" Piac tér 17. Idosek Otthona"",46.3353787,20.2083596,""Algyő, 6750, Magyarország"",,,,,,6750,Algyő,Csongrád-Csanád vármegye,Dél-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Nagykáta,"" Gyóni G. út 13. Orvosi rendelo"",47.4138187,19.7503736,""Nagykáta, Pest vármegye, Magyarország"",,,,,,,Nagykáta,Pest vármegye,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Szolnok,"" Arany János út 10. Társasház"",47.1753833,20.1946279,""Szolnok, Jász-Nagykun-Szolnok vármegye, Magyarország"",,,,,,,Szolnok,Jász-Nagykun-Szolnok vármegye,Észak-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Szolnok,"" Baross út 41. Társasház A. lh."",47.1753833,20.1946279,""Szolnok, Jász-Nagykun-Szolnok vármegye, Magyarország"",,,,,,,Szolnok,Jász-Nagykun-Szolnok vármegye,Észak-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Szolnok,"" Baross út 41. Társasház G. lh."",47.1753833,20.1946279,""Szolnok, Jász-Nagykun-Szolnok vármegye, Magyarország"",,,,,,,Szolnok,Jász-Nagykun-Szolnok vármegye,Észak-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Dabas,"" Szent István u. 63. Idosek Otthona"",47.1729302,19.3229242,""Dabas, Pest vármegye, Magyarország"",,,,,,,Dabas,Pest vármegye,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Vác,"" Köztársaság tér 10. BB 2"",47.7782873,19.1278294,""Vác, Pest vármegye, Magyarország"",,,,,,,Vác,Pest vármegye,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Budapest,"" Pázsit utca 2. (Budagyöngye) BB"",47.4978918,19.0401609,""Budapest, Közép-Magyarország, Magyarország"",,,,,,,Budapest,,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Budapest,"" Pesti út 159-163. (Rákoskeresztúr) BB"",47.4978918,19.0401609,""Budapest, Közép-Magyarország, Magyarország"",,,,,,,Budapest,,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Budapest,"" Rákóczi út 42. (Emke) BB"",47.4978918,19.0401609,""Budapest, Közép-Magyarország, Magyarország"",,,,,,,Budapest,,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Budapest,"" Rákosi út 128 (Rákosszentmihály) BB"",47.4978918,19.0401609,""Budapest, Közép-Magyarország, Magyarország"",,,,,,,Budapest,,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Budapest,"" Török Flóris u. 70. (Pesterzsébet) BB"",47.4978918,19.0401609,""Budapest, Közép-Magyarország, Magyarország"",,,,,,,Budapest,,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Budapest,"" Ülloi út 396 (Pestszentlorinc) BB"",47.4978918,19.0401609,""Budapest, Közép-Magyarország, Magyarország"",,,,,,,Budapest,,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Orosháza,"" Könd u. 38. BB"",46.5603339,20.6693477,""Orosháza, Békés vármegye, Magyarország"",,,,,,,Orosháza,Békés vármegye,Dél-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Eger,"" Almagyar út 3-5. BB"",47.8989887,20.3743665,""Eger, Heves vármegye, Magyarország"",,,,,,,Eger,Heves vármegye,Észak-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Monor,"" Kossuth u. 73 BB"",47.3527433,19.4468404,""Monor, Pest vármegye, Magyarország"",,,,,,,Monor,Pest vármegye,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Szolnok,"" Hosök tere 1. BB"",47.1753833,20.1946279,""Szolnok, Jász-Nagykun-Szolnok vármegye, Magyarország"",,,,,,,Szolnok,Jász-Nagykun-Szolnok vármegye,Észak-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Vác,"" Köztársaság tér 10. BB"",47.7782873,19.1278294,""Vác, Pest vármegye, Magyarország"",,,,,,,Vác,Pest vármegye,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Bábolna,"" Jókai u. 12. Önkormányzat"",47.642224,17.9787467,""Bábolna, 2943, Magyarország"",,,,,,2943,Bábolna,Komárom-Esztergom vármegye,Közép-Dunántúl,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Bácsalmás,"" Hosök tere 14. EÜ. Központ"",46.1274127,19.3319128,""Bácsalmás, 6430, Magyarország"",,,,,,6430,Bácsalmás,Bács-Kiskun vármegye,Dél-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Baja,"" Szent A. 60. Sugovica ált. isk."",46.1785471,18.9517255,""Baja, Bács-Kiskun vármegye, Magyarország"",,,,,,,Baja,Bács-Kiskun vármegye,Dél-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Budapest,"" Bajcsy Zs. u. 21."",47.4978918,19.0401609,""Budapest, Közép-Magyarország, Magyarország"",,,,,,,Budapest,,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Budapest,"" Zsófia út 7. Irodaház"",47.4978918,19.0401609,""Budapest, Közép-Magyarország, Magyarország"",,,,,,,Budapest,,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Tiszafüred,"" Fo út 2. 36-0851 Bán Zs. Ref. Ált. Iskola és Óvoda"",47.6130877,20.7502258,""Tiszafüred, Jász-Nagykun-Szolnok vármegye, Magyarország"",,,,,,,Tiszafüred,Jász-Nagykun-Szolnok vármegye,Észak-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Törökszentmiklós,"" Kölcsey F. 21. Ált. Isk."",47.1793568,20.409153,""Törökszentmiklós, Jász-Nagykun-Szolnok vármegye, Magyarország"",,,,,,,Törökszentmiklós,Jász-Nagykun-Szolnok vármegye,Észak-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Budapest,"" Attila út 14. Bárdi Raktár"",47.4978918,19.0401609,""Budapest, Közép-Magyarország, Magyarország"",,,,,,,Budapest,,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Budapest,"" Tamás út. 7. Lakóház"",47.4978918,19.0401609,""Budapest, Közép-Magyarország, Magyarország"",,,,,,,Budapest,,Közép-Magyarország,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Kiskunhalas,"" Nefelejcs út 9. Fogyatékos Otthon"",46.4278497,19.4833076,""Kiskunhalas, Bács-Kiskun vármegye, Magyarország"",,,,,,,Kiskunhalas,Bács-Kiskun vármegye,Dél-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Szolnok,"" Szántó krt. 3. Társasház"",47.1753833,20.1946279,""Szolnok, Jász-Nagykun-Szolnok vármegye, Magyarország"",,,,,,,Szolnok,Jász-Nagykun-Szolnok vármegye,Észak-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Szolnok,"" Szántó krt. 5. Társasház"",47.1753833,20.1946279,""Szolnok, Jász-Nagykun-Szolnok vármegye, Magyarország"",,,,,,,Szolnok,Jász-Nagykun-Szolnok vármegye,Észak-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"Szolnok,"" Szántó krt. 7. Társasház"",47.1753833,20.1946279,""Szolnok, Jász-Nagykun-Szolnok vármegye, Magyarország"",,,,,,,Szolnok,Jász-Nagykun-Szolnok vármegye,Észak-Alföld,1,,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
